"site","habitat","treatment","Cercado","plot","sampling_unit","year","date","variable_type","variable_name","level","observation","Grado de ramoneo","sampling_num","units","comments","author_code"
"valencia","scrub","control_high","lejos de la carretera",NA,"T17",2022,2022-06-01,"vegetation","woody_vegetation_cover","Helianthemum_apenninum",23,NA,NA,"n_cm_intersected",NA,NA
"valencia","scrub","control_high","lejos de la carretera",NA,"T17",2022,2022-06-01,"vegetation","woody_vegetation_cover","Thymus_vulgaris",7,NA,NA,"n_cm_intersected",NA,NA
"valencia","scrub","control_high","lejos de la carretera",NA,"T17",2022,2022-06-01,"vegetation","woody_vegetation_cover","Thymus_vulgaris",9,NA,NA,"n_cm_intersected",NA,NA
"valencia","scrub","control_high","lejos de la carretera",NA,"T17",2022,2022-06-01,"vegetation","woody_vegetation_cover","Thymus_vulgaris",21,NA,NA,"n_cm_intersected",NA,NA
"valencia","scrub","control_high","lejos de la carretera",NA,"T17",2022,2022-06-01,"vegetation","woody_vegetation_cover","Erinacea_anthyllis",15,NA,NA,"n_cm_intersected",NA,NA
"valencia","scrub","control_high","lejos de la carretera",NA,"T17",2022,2022-06-01,"vegetation","woody_vegetation_cover","Erinacea_anthyllis",3,NA,NA,"n_cm_intersected",NA,NA
"valencia","scrub","control_high","lejos de la carretera",NA,"T17",2022,2022-06-01,"vegetation","woody_vegetation_cover","Thymus_vulgaris",14,NA,NA,"n_cm_intersected",NA,NA
"valencia","scrub","control_high","lejos de la carretera",NA,"T17",2022,2022-06-01,"vegetation","woody_vegetation_cover","Helianthemum_cinereum",3,NA,NA,"n_cm_intersected",NA,NA
"valencia","scrub","control_high","lejos de la carretera",NA,"T17",2022,2022-06-01,"vegetation","woody_vegetation_cover","Thymus_vulgaris",17,NA,NA,"n_cm_intersected",NA,NA
"valencia","scrub","control_high","lejos de la carretera",NA,"T17",2022,2022-06-01,"vegetation","woody_vegetation_cover","Erinacea_anthyllis",27,NA,NA,"n_cm_intersected",NA,NA
"valencia","scrub","control_high","lejos de la carretera",NA,"T17",2022,2022-06-01,"vegetation","woody_vegetation_cover","Thymus_vulgaris",8,NA,NA,"n_cm_intersected",NA,NA
"valencia","scrub","control_high","lejos de la carretera",NA,"T17",2022,2022-06-01,"vegetation","woody_vegetation_cover","Helianthemum_cinereum",14,NA,NA,"n_cm_intersected",NA,NA
"valencia","scrub","control_high","lejos de la carretera",NA,"T17",2022,2022-06-01,"vegetation","woody_vegetation_cover","Thymus_vulgaris",17,NA,NA,"n_cm_intersected",NA,NA
"valencia","scrub","control_high","lejos de la carretera",NA,"T17",2022,2022-06-01,"vegetation","woody_vegetation_cover","Convolvulus_lanuginosus",6,NA,NA,"n_cm_intersected",NA,NA
"valencia","scrub","control_high","lejos de la carretera",NA,"T17",2022,2022-06-01,"vegetation","woody_vegetation_cover","Helianthemum_apenninum",14,NA,NA,"n_cm_intersected",NA,NA
"valencia","scrub","control_high","lejos de la carretera",NA,"T17",2022,2022-06-01,"vegetation","woody_vegetation_cover","Thymus_vulgaris",8,NA,NA,"n_cm_intersected",NA,NA
"valencia","scrub","control_high","lejos de la carretera",NA,"T17",2022,2022-06-01,"vegetation","woody_vegetation_cover","Convolvulus_lanuginosus",13,NA,NA,"n_cm_intersected",NA,NA
"valencia","scrub","control_high","lejos de la carretera",NA,"T17",2022,2022-06-01,"vegetation","woody_vegetation_cover","Erinacea_anthyllis",4,NA,NA,"n_cm_intersected",NA,NA
"valencia","scrub","control_high","lejos de la carretera",NA,"T17",2022,2022-06-01,"vegetation","woody_vegetation_cover","Convolvulus_lanuginosus",9,NA,NA,"n_cm_intersected",NA,NA
"valencia","scrub","control_high","lejos de la carretera",NA,"T17",2022,2022-06-01,"vegetation","woody_vegetation_cover","Thymus_vulgaris",6,NA,NA,"n_cm_intersected",NA,NA
"valencia","scrub","control_high","lejos de la carretera",NA,"T17",2022,2022-06-01,"vegetation","woody_vegetation_cover","Convolvulus_lanuginosus",4,NA,NA,"n_cm_intersected",NA,NA
"valencia","scrub","control_high","lejos de la carretera",NA,"T17",2022,2022-06-01,"vegetation","woody_vegetation_cover","Thymus_vulgaris",2,NA,NA,"n_cm_intersected",NA,NA
"valencia","scrub","control_high","lejos de la carretera",NA,"T17",2022,2022-06-01,"vegetation","woody_vegetation_cover","Thymus_vulgaris",3,NA,NA,"n_cm_intersected",NA,NA
"valencia","scrub","control_high","lejos de la carretera",NA,"T17",2022,2022-06-01,"vegetation","woody_vegetation_cover","Helianthemum_apenninum",1,NA,NA,"n_cm_intersected",NA,NA
"valencia","scrub","control_high","lejos de la carretera",NA,"T17",2022,2022-06-01,"vegetation","woody_vegetation_cover","Thymus_vulgaris",27,NA,NA,"n_cm_intersected",NA,NA
"valencia","scrub","control_high","lejos de la carretera",NA,"T17",2022,2022-06-01,"vegetation","woody_vegetation_cover","Pinus_halepensis",263,NA,NA,"n_cm_intersected",NA,NA
"valencia","scrub","control_high","lejos de la carretera",NA,"T17",2022,2022-06-01,"vegetation","woody_vegetation_cover","Thymus_vulgaris",21,NA,NA,"n_cm_intersected",NA,NA
"valencia","scrub","control_high","lejos de la carretera",NA,"T17",2022,2022-06-01,"vegetation","woody_vegetation_cover","Thymus_vulgaris",13,NA,NA,"n_cm_intersected",NA,NA
"valencia","scrub","control_high","lejos de la carretera",NA,"T17",2022,2022-06-01,"vegetation","woody_vegetation_cover","Helianthemum_apenninum",9,NA,NA,"n_cm_intersected",NA,NA
"valencia","scrub","control_high","lejos de la carretera",NA,"T18",2022,2022-06-01,"vegetation","woody_vegetation_cover","Pinus_halepensis",160,NA,NA,"n_cm_intersected",NA,NA
"valencia","scrub","control_high","lejos de la carretera",NA,"T18",2022,2022-06-01,"vegetation","woody_vegetation_cover","Ulex_parviflorus",14,NA,NA,"n_cm_intersected",NA,NA
"valencia","scrub","control_high","lejos de la carretera",NA,"T18",2022,2022-06-01,"vegetation","woody_vegetation_cover","Thymus_vulgaris",8,NA,NA,"n_cm_intersected",NA,NA
"valencia","scrub","control_high","lejos de la carretera",NA,"T18",2022,2022-06-01,"vegetation","woody_vegetation_cover","Genista_scorpius",7,NA,NA,"n_cm_intersected",NA,NA
"valencia","scrub","control_high","lejos de la carretera",NA,"T18",2022,2022-06-01,"vegetation","woody_vegetation_cover","Thymus_vulgaris",8,NA,NA,"n_cm_intersected",NA,NA
"valencia","scrub","control_high","lejos de la carretera",NA,"T18",2022,2022-06-01,"vegetation","woody_vegetation_cover","Rosmarinus_officinalis",379,NA,NA,"n_cm_intersected",NA,NA
"valencia","scrub","control_high","lejos de la carretera",NA,"T18",2022,2022-06-01,"vegetation","woody_vegetation_cover","Thymus_vulgaris",3,NA,NA,"n_cm_intersected",NA,NA
"valencia","scrub","control_high","lejos de la carretera",NA,"T18",2022,2022-06-01,"vegetation","woody_vegetation_cover","Ulex_parviflorus",2,NA,NA,"n_cm_intersected",NA,NA
"valencia","scrub","control_high","lejos de la carretera",NA,"T18",2022,2022-06-01,"vegetation","woody_vegetation_cover","Thymus_vulgaris",13,NA,NA,"n_cm_intersected",NA,NA
"valencia","scrub","control_high","lejos de la carretera",NA,"T18",2022,2022-06-01,"vegetation","woody_vegetation_cover","Helianthemum_apenninum",9,NA,NA,"n_cm_intersected",NA,NA
"valencia","scrub","control_high","lejos de la carretera",NA,"T18",2022,2022-06-01,"vegetation","woody_vegetation_cover","Thymus_vulgaris",36,NA,NA,"n_cm_intersected",NA,NA
"valencia","scrub","control_high","lejos de la carretera",NA,"T18",2022,2022-06-01,"vegetation","woody_vegetation_cover","Thymus_vulgaris",30,NA,NA,"n_cm_intersected",NA,NA
"valencia","scrub","control_high","lejos de la carretera",NA,"T18",2022,2022-06-01,"vegetation","woody_vegetation_cover","Helianthemum_apenninum",4,NA,NA,"n_cm_intersected",NA,NA
"valencia","scrub","control_high","lejos de la carretera",NA,"T18",2022,2022-06-01,"vegetation","woody_vegetation_cover","Helianthemum_apenninum",8,NA,NA,"n_cm_intersected",NA,NA
"valencia","scrub","control_high","lejos de la carretera",NA,"T18",2022,2022-06-01,"vegetation","woody_vegetation_cover","Thymus_vulgaris",36,NA,NA,"n_cm_intersected",NA,NA
"valencia","scrub","control_high","lejos de la carretera",NA,"T18",2022,2022-06-01,"vegetation","woody_vegetation_cover","Fumana_thymifolia",8,NA,NA,"n_cm_intersected",NA,NA
"valencia","scrub","control_high","lejos de la carretera",NA,"T18",2022,2022-06-01,"vegetation","woody_vegetation_cover","Thymus_vulgaris",8,NA,NA,"n_cm_intersected",NA,NA
"valencia","scrub","control_high","lejos de la carretera",NA,"T18",2022,2022-06-01,"vegetation","woody_vegetation_cover","Rosmarinus_officinalis",168,NA,NA,"n_cm_intersected",NA,NA
"valencia","scrub","control_high","lejos de la carretera",NA,"T18",2022,2022-06-01,"vegetation","woody_vegetation_cover","Helianthemum_apenninum",5,NA,NA,"n_cm_intersected",NA,NA
"valencia","scrub","control_high","lejos de la carretera",NA,"T18",2022,2022-06-01,"vegetation","woody_vegetation_cover","Fumana_thymifolia",7,NA,NA,"n_cm_intersected",NA,NA
"valencia","scrub","control_high","lejos de la carretera",NA,"T18",2022,2022-06-01,"vegetation","woody_vegetation_cover","Thymus_vulgaris",7,NA,NA,"n_cm_intersected",NA,NA
"valencia","scrub","control_high","lejos de la carretera",NA,"T18",2022,2022-06-01,"vegetation","woody_vegetation_cover","Helianthemum_apenninum",3,NA,NA,"n_cm_intersected",NA,NA
"valencia","scrub","control_high","lejos de la carretera",NA,"T18",2022,2022-06-01,"vegetation","woody_vegetation_cover","Helianthemum_apenninum",19,NA,NA,"n_cm_intersected",NA,NA
"valencia","scrub","control_high","lejos de la carretera",NA,"T18",2022,2022-06-01,"vegetation","woody_vegetation_cover","Fumana_thymifolia",9,NA,NA,"n_cm_intersected",NA,NA
"valencia","scrub","control_high","lejos de la carretera",NA,"T18",2022,2022-06-01,"vegetation","woody_vegetation_cover","Convolvulus_lanuginosus",1,NA,NA,"n_cm_intersected",NA,NA
"valencia","scrub","control_high","lejos de la carretera",NA,"T18",2022,2022-06-01,"vegetation","woody_vegetation_cover","Thymus_vulgaris",21,NA,NA,"n_cm_intersected",NA,NA
"valencia","scrub","control_high","lejos de la carretera",NA,"T18",2022,2022-06-01,"vegetation","woody_vegetation_cover","Ulex_parviflorus",17,NA,NA,"n_cm_intersected",NA,NA
"valencia","scrub","control_high","lejos de la carretera",NA,"T18",2022,2022-06-01,"vegetation","woody_vegetation_cover","Genista_scorpius",11,NA,NA,"n_cm_intersected",NA,NA
"valencia","scrub","control_high","lejos de la carretera",NA,"T18",2022,2022-06-01,"vegetation","woody_vegetation_cover","Helianthemum_cinereum",12,NA,NA,"n_cm_intersected",NA,NA
"valencia","scrub","control_high","lejos de la carretera",NA,"T18",2022,2022-06-01,"vegetation","woody_vegetation_cover","Thymus_vulgaris",7,NA,NA,"n_cm_intersected",NA,NA
"valencia","scrub","control_high","lejos de la carretera",NA,"T18",2022,2022-06-01,"vegetation","woody_vegetation_cover","Genista_scorpius",43,NA,NA,"n_cm_intersected",NA,NA
"valencia","scrub","control_high","lejos de la carretera",NA,"T18",2022,2022-06-01,"vegetation","woody_vegetation_cover","Rosmarinus_officinalis",167,NA,NA,"n_cm_intersected",NA,NA
"valencia","scrub","control_high","lejos de la carretera",NA,"T18",2022,2022-06-01,"vegetation","woody_vegetation_cover","Rosmarinus_officinalis",34,NA,NA,"n_cm_intersected",NA,NA
"valencia","scrub","control_high","lejos de la carretera",NA,"T18",2022,2022-06-01,"vegetation","woody_vegetation_cover","Genista_scorpius",21,NA,NA,"n_cm_intersected",NA,NA
"valencia","scrub","control_high","lejos de la carretera",NA,"T18",2022,2022-06-01,"vegetation","woody_vegetation_cover","Rosmarinus_officinalis",68,NA,NA,"n_cm_intersected",NA,NA
"valencia","scrub","control_high","lejos de la carretera",NA,"T18",2022,2022-06-01,"vegetation","woody_vegetation_cover","Fumana_thymifolia",11,NA,NA,"n_cm_intersected",NA,NA
"valencia","scrub","control_high","lejos de la carretera",NA,"T18",2022,2022-06-01,"vegetation","woody_vegetation_cover","Helianthemum_cinereum",3,NA,NA,"n_cm_intersected",NA,NA
"valencia","scrub","control_high","lejos de la carretera",NA,"T18",2022,2022-06-01,"vegetation","woody_vegetation_cover","Thymus_vulgaris",4,NA,NA,"n_cm_intersected",NA,NA
"valencia","scrub","control_high","lejos de la carretera",NA,"T18",2022,2022-06-01,"vegetation","woody_vegetation_cover","Rosmarinus_officinalis",515,NA,NA,"n_cm_intersected",NA,NA
"valencia","scrub","control_high","lejos de la carretera",NA,"T18",2022,2022-06-01,"vegetation","woody_vegetation_cover","Thymus_vulgaris",31,NA,NA,"n_cm_intersected",NA,NA
"valencia","scrub","control_high","lejos de la carretera",NA,"T18",2022,2022-06-01,"vegetation","woody_vegetation_cover","Ulex_parviflorus",25,NA,NA,"n_cm_intersected",NA,NA
"valencia","scrub","control_high","lejos de la carretera",NA,"T18",2022,2022-06-01,"vegetation","woody_vegetation_cover","Rosmarinus_officinalis",245,NA,NA,"n_cm_intersected",NA,NA
"valencia","scrub","control_high","lejos de la carretera",NA,"T18",2022,2022-06-01,"vegetation","woody_vegetation_cover","Helianthemum_cinereum",28,NA,NA,"n_cm_intersected",NA,NA
"valencia","scrub","control_high","lejos de la carretera",NA,"T18",2022,2022-06-01,"vegetation","woody_vegetation_cover","Quercus_ilex",10,NA,NA,"n_cm_intersected",NA,NA
"valencia","scrub","control_high","lejos de la carretera",NA,"T18",2022,2022-06-01,"vegetation","woody_vegetation_cover","Quercus_ilex",4,NA,NA,"n_cm_intersected",NA,NA
"valencia","scrub","control_high","lejos de la carretera",NA,"T18",2022,2022-06-01,"vegetation","woody_vegetation_cover","Quercus_ilex",16,NA,NA,"n_cm_intersected",NA,NA
"valencia","scrub","control_high","lejos de la carretera",NA,"T18",2022,2022-06-01,"vegetation","woody_vegetation_cover","Helianthemum_cinereum",2,NA,NA,"n_cm_intersected",NA,NA
"valencia","scrub","control_high","lejos de la carretera",NA,"T18",2022,2022-06-01,"vegetation","woody_vegetation_cover","Quercus_ilex",7,NA,NA,"n_cm_intersected",NA,NA
"valencia","scrub","control_high","lejos de la carretera",NA,"T18",2022,2022-06-01,"vegetation","woody_vegetation_cover","Quercus_ilex",157,NA,NA,"n_cm_intersected",NA,NA
"valencia","scrub","control_high","lejos de la carretera",NA,"T18",2022,2022-06-01,"vegetation","woody_vegetation_cover","Thymus_vulgaris",36,NA,NA,"n_cm_intersected",NA,NA
"valencia","scrub","control_high","lejos de la carretera",NA,"T18",2022,2022-06-01,"vegetation","woody_vegetation_cover","Helianthemum_apenninum",6,NA,NA,"n_cm_intersected",NA,NA
"valencia","scrub","control_high","lejos de la carretera",NA,"T18",2022,2022-06-01,"vegetation","woody_vegetation_cover","Quercus_ilex",8,NA,NA,"n_cm_intersected",NA,NA
"valencia","scrub","control_high","lejos de la carretera",NA,"T18",2022,2022-06-01,"vegetation","woody_vegetation_cover","Helianthemum_cinereum",1,NA,NA,"n_cm_intersected",NA,NA
"valencia","scrub","control_high","lejos de la carretera",NA,"T18",2022,2022-06-01,"vegetation","woody_vegetation_cover","Thymus_vulgaris",9,NA,NA,"n_cm_intersected",NA,NA
"valencia","scrub","control_high","lejos de la carretera",NA,"T18",2022,2022-06-01,"vegetation","woody_vegetation_cover","Lithodora_fruticosa",34,NA,NA,"n_cm_intersected",NA,NA
"valencia","scrub","control_high","lejos de la carretera",NA,"T18",2022,2022-06-01,"vegetation","woody_vegetation_cover","Lithodora_fruticosa",13,NA,NA,"n_cm_intersected",NA,NA
"valencia","scrub","control_high","lejos de la carretera",NA,"T18",2022,2022-06-01,"vegetation","woody_vegetation_cover","Rosmarinus_officinalis",80,NA,NA,"n_cm_intersected",NA,NA
"valencia","scrub","control_high","lejos de la carretera",NA,"T19",2022,2022-06-01,"vegetation","woody_vegetation_cover","Quercus_ilex",25,NA,NA,"n_cm_intersected",NA,NA
"valencia","scrub","control_high","lejos de la carretera",NA,"T19",2022,2022-06-01,"vegetation","woody_vegetation_cover","Genista_scorpius",5,NA,NA,"n_cm_intersected",NA,NA
"valencia","scrub","control_high","lejos de la carretera",NA,"T19",2022,2022-06-01,"vegetation","woody_vegetation_cover","Thymus_vulgaris",14,NA,NA,"n_cm_intersected",NA,NA
"valencia","scrub","control_high","lejos de la carretera",NA,"T19",2022,2022-06-01,"vegetation","woody_vegetation_cover","Quercus_coccifera",8,NA,NA,"n_cm_intersected",NA,NA
"valencia","scrub","control_high","lejos de la carretera",NA,"T19",2022,2022-06-01,"vegetation","woody_vegetation_cover","Thymus_vulgaris",13,NA,NA,"n_cm_intersected",NA,NA
"valencia","scrub","control_high","lejos de la carretera",NA,"T19",2022,2022-06-01,"vegetation","woody_vegetation_cover","Erinacea_anthyllis",11,NA,NA,"n_cm_intersected",NA,NA
"valencia","scrub","control_high","lejos de la carretera",NA,"T19",2022,2022-06-01,"vegetation","woody_vegetation_cover","Quercus_coccifera",29,NA,NA,"n_cm_intersected",NA,NA
"valencia","scrub","control_high","lejos de la carretera",NA,"T19",2022,2022-06-01,"vegetation","woody_vegetation_cover","Bupleurum_fruticescens",2,NA,NA,"n_cm_intersected",NA,NA
"valencia","scrub","control_high","lejos de la carretera",NA,"T19",2022,2022-06-01,"vegetation","woody_vegetation_cover","Quercus_coccifera",4,NA,NA,"n_cm_intersected",NA,NA
"valencia","scrub","control_high","lejos de la carretera",NA,"T19",2022,2022-06-01,"vegetation","woody_vegetation_cover","Quercus_coccifera",35,NA,NA,"n_cm_intersected",NA,NA
"valencia","scrub","control_high","lejos de la carretera",NA,"T19",2022,2022-06-01,"vegetation","woody_vegetation_cover","Rosmarinus_officinalis",179,NA,NA,"n_cm_intersected",NA,NA
"valencia","scrub","control_high","lejos de la carretera",NA,"T19",2022,2022-06-01,"vegetation","woody_vegetation_cover","Quercus_coccifera",30,NA,NA,"n_cm_intersected",NA,NA
"valencia","scrub","control_high","lejos de la carretera",NA,"T19",2022,2022-06-01,"vegetation","woody_vegetation_cover","Quercus_coccifera",44,NA,NA,"n_cm_intersected",NA,NA
"valencia","scrub","control_high","lejos de la carretera",NA,"T19",2022,2022-06-01,"vegetation","woody_vegetation_cover","Quercus_coccifera",119,NA,NA,"n_cm_intersected",NA,NA
"valencia","scrub","control_high","lejos de la carretera",NA,"T19",2022,2022-06-01,"vegetation","woody_vegetation_cover","Bupleurum_fruticescens",6,NA,NA,"n_cm_intersected",NA,NA
"valencia","scrub","control_high","lejos de la carretera",NA,"T19",2022,2022-06-01,"vegetation","woody_vegetation_cover","Rosmarinus_officinalis",242,NA,NA,"n_cm_intersected",NA,NA
"valencia","scrub","control_high","lejos de la carretera",NA,"T19",2022,2022-06-01,"vegetation","woody_vegetation_cover","Quercus_coccifera",89,NA,NA,"n_cm_intersected",NA,NA
"valencia","scrub","control_high","lejos de la carretera",NA,"T19",2022,2022-06-01,"vegetation","woody_vegetation_cover","Bupleurum_fruticescens",443,NA,NA,"n_cm_intersected",NA,NA
"valencia","scrub","control_high","lejos de la carretera",NA,"T19",2022,2022-06-01,"vegetation","woody_vegetation_cover","Quercus_coccifera",18,NA,NA,"n_cm_intersected",NA,NA
"valencia","scrub","control_high","lejos de la carretera",NA,"T19",2022,2022-06-01,"vegetation","woody_vegetation_cover","Quercus_coccifera",26,NA,NA,"n_cm_intersected",NA,NA
"valencia","scrub","control_high","lejos de la carretera",NA,"T19",2022,2022-06-01,"vegetation","woody_vegetation_cover","Thymus_vulgaris",17,NA,NA,"n_cm_intersected",NA,NA
"valencia","scrub","control_high","lejos de la carretera",NA,"T19",2022,2022-06-01,"vegetation","woody_vegetation_cover","Thymus_vulgaris",9,NA,NA,"n_cm_intersected",NA,NA
"valencia","scrub","control_high","lejos de la carretera",NA,"T19",2022,2022-06-01,"vegetation","woody_vegetation_cover","Pinus_halepensis",20,NA,NA,"n_cm_intersected",NA,NA
"valencia","scrub","control_high","lejos de la carretera",NA,"T19",2022,2022-06-01,"vegetation","woody_vegetation_cover","Helianthemum_cinereum",2,NA,NA,"n_cm_intersected",NA,NA
"valencia","scrub","control_high","lejos de la carretera",NA,"T19",2022,2022-06-01,"vegetation","woody_vegetation_cover","Thymus_vulgaris",12,NA,NA,"n_cm_intersected",NA,NA
"valencia","scrub","control_high","lejos de la carretera",NA,"T19",2022,2022-06-01,"vegetation","woody_vegetation_cover","Thymus_vulgaris",5,NA,NA,"n_cm_intersected",NA,NA
"valencia","scrub","control_high","lejos de la carretera",NA,"T19",2022,2022-06-01,"vegetation","woody_vegetation_cover","Thymus_vulgaris",2,NA,NA,"n_cm_intersected",NA,NA
"valencia","scrub","control_high","lejos de la carretera",NA,"T19",2022,2022-06-01,"vegetation","woody_vegetation_cover","Thymus_vulgaris",80,NA,NA,"n_cm_intersected",NA,NA
"valencia","scrub","control_high","lejos de la carretera",NA,"T19",2022,2022-06-01,"vegetation","woody_vegetation_cover","Helianthemum_apenninum",5,NA,NA,"n_cm_intersected",NA,NA
"valencia","scrub","control_high","lejos de la carretera",NA,"T19",2022,2022-06-01,"vegetation","woody_vegetation_cover","Helianthemum_apenninum",2,NA,NA,"n_cm_intersected",NA,NA
"valencia","scrub","control_high","lejos de la carretera",NA,"T19",2022,2022-06-01,"vegetation","woody_vegetation_cover","Helianthemum_apenninum",1,NA,NA,"n_cm_intersected",NA,NA
"valencia","scrub","control_high","lejos de la carretera",NA,"T19",2022,2022-06-01,"vegetation","woody_vegetation_cover","Thymus_vulgaris",8,NA,NA,"n_cm_intersected",NA,NA
"valencia","scrub","control_high","lejos de la carretera",NA,"T19",2022,2022-06-01,"vegetation","woody_vegetation_cover","Rosmarinus_officinalis",12,NA,NA,"n_cm_intersected",NA,NA
"valencia","scrub","control_high","lejos de la carretera",NA,"T19",2022,2022-06-01,"vegetation","woody_vegetation_cover","Ulex_parviflorus",35,NA,NA,"n_cm_intersected",NA,NA
"valencia","scrub","control_high","lejos de la carretera",NA,"T19",2022,2022-06-01,"vegetation","woody_vegetation_cover","Rosmarinus_officinalis",100,NA,NA,"n_cm_intersected",NA,NA
"valencia","scrub","control_high","lejos de la carretera",NA,"T19",2022,2022-06-01,"vegetation","woody_vegetation_cover","Genista_scorpius",16,NA,NA,"n_cm_intersected",NA,NA
"valencia","scrub","control_high","lejos de la carretera",NA,"T19",2022,2022-06-01,"vegetation","woody_vegetation_cover","Thymus_vulgaris",14,NA,NA,"n_cm_intersected",NA,NA
"valencia","scrub","control_high","lejos de la carretera",NA,"T19",2022,2022-06-01,"vegetation","woody_vegetation_cover","Helianthemum_apenninum",6,NA,NA,"n_cm_intersected",NA,NA
"valencia","scrub","control_high","lejos de la carretera",NA,"T19",2022,2022-06-01,"vegetation","woody_vegetation_cover","Thymus_vulgaris",10,NA,NA,"n_cm_intersected",NA,NA
"valencia","scrub","control_high","lejos de la carretera",NA,"T19",2022,2022-06-01,"vegetation","woody_vegetation_cover","Thymus_vulgaris",10,NA,NA,"n_cm_intersected",NA,NA
"valencia","scrub","control_high","lejos de la carretera",NA,"T19",2022,2022-06-01,"vegetation","woody_vegetation_cover","Helianthemum_cinereum",1,NA,NA,"n_cm_intersected",NA,NA
"valencia","scrub","control_high","lejos de la carretera",NA,"T19",2022,2022-06-01,"vegetation","woody_vegetation_cover","Rosmarinus_officinalis",10,NA,NA,"n_cm_intersected",NA,NA
"valencia","scrub","control_high","lejos de la carretera",NA,"T19",2022,2022-06-01,"vegetation","woody_vegetation_cover","Helianthemum_apenninum",1,NA,NA,"n_cm_intersected",NA,NA
"valencia","scrub","control_high","lejos de la carretera",NA,"T19",2022,2022-06-01,"vegetation","woody_vegetation_cover","Thymus_vulgaris",5,NA,NA,"n_cm_intersected",NA,NA
"valencia","scrub","control_high","lejos de la carretera",NA,"T19",2022,2022-06-01,"vegetation","woody_vegetation_cover","Genista_scorpius",33,NA,NA,"n_cm_intersected",NA,NA
"valencia","scrub","control_high","lejos de la carretera",NA,"T19",2022,2022-06-01,"vegetation","woody_vegetation_cover","Thymus_vulgaris",5,NA,NA,"n_cm_intersected",NA,NA
"valencia","scrub","control_high","lejos de la carretera",NA,"T19",2022,2022-06-01,"vegetation","woody_vegetation_cover","Rosmarinus_officinalis",15,NA,NA,"n_cm_intersected",NA,NA
"valencia","scrub","control_high","lejos de la carretera",NA,"T19",2022,2022-06-01,"vegetation","woody_vegetation_cover","Thymus_vulgaris",9,NA,NA,"n_cm_intersected",NA,NA
"valencia","scrub","control_high","lejos de la carretera",NA,"T19",2022,2022-06-01,"vegetation","woody_vegetation_cover","Rosmarinus_officinalis",1,NA,NA,"n_cm_intersected",NA,NA
"valencia","scrub","control_high","lejos de la carretera",NA,"T19",2022,2022-06-01,"vegetation","woody_vegetation_cover","Rosmarinus_officinalis",23,NA,NA,"n_cm_intersected",NA,NA
"valencia","scrub","control_high","lejos de la carretera",NA,"T19",2022,2022-06-01,"vegetation","woody_vegetation_cover","Thymus_vulgaris",4,NA,NA,"n_cm_intersected",NA,NA
"valencia","scrub","control_high","lejos de la carretera",NA,"T19",2022,2022-06-01,"vegetation","woody_vegetation_cover","Thymus_vulgaris",14,NA,NA,"n_cm_intersected",NA,NA
"valencia","scrub","control_high","lejos de la carretera",NA,"T19",2022,2022-06-01,"vegetation","woody_vegetation_cover","Thymus_vulgaris",3,NA,NA,"n_cm_intersected",NA,NA
"valencia","scrub","control_high","lejos de la carretera",NA,"T19",2022,2022-06-01,"vegetation","woody_vegetation_cover","Thymus_vulgaris",6,NA,NA,"n_cm_intersected",NA,NA
"valencia","scrub","control_high","lejos de la carretera",NA,"T19",2022,2022-06-01,"vegetation","woody_vegetation_cover","Thymus_vulgaris",4,NA,NA,"n_cm_intersected",NA,NA
"valencia","scrub","control_high","lejos de la carretera",NA,"T19",2022,2022-06-01,"vegetation","woody_vegetation_cover","Thymus_vulgaris",20,NA,NA,"n_cm_intersected",NA,NA
"valencia","scrub","control_high","lejos de la carretera",NA,"T19",2022,2022-06-01,"vegetation","woody_vegetation_cover","Rosmarinus_officinalis",10,NA,NA,"n_cm_intersected",NA,NA
"valencia","scrub","control_high","lejos de la carretera",NA,"T19",2022,2022-06-01,"vegetation","woody_vegetation_cover","Thymus_vulgaris",10,NA,NA,"n_cm_intersected",NA,NA
"valencia","scrub","control_high","lejos de la carretera",NA,"T19",2022,2022-06-01,"vegetation","woody_vegetation_cover","Thymus_vulgaris",3,NA,NA,"n_cm_intersected",NA,NA
"valencia","scrub","control_high","lejos de la carretera",NA,"T19",2022,2022-06-01,"vegetation","woody_vegetation_cover","Thymus_vulgaris",9,NA,NA,"n_cm_intersected",NA,NA
"valencia","scrub","control_high","lejos de la carretera",NA,"T19",2022,2022-06-01,"vegetation","woody_vegetation_cover","Thymus_vulgaris",5,NA,NA,"n_cm_intersected",NA,NA
"valencia","scrub","control_high","lejos de la carretera",NA,"T19",2022,2022-06-01,"vegetation","woody_vegetation_cover","Rosmarinus_officinalis",8,NA,NA,"n_cm_intersected",NA,NA
"valencia","scrub","control_high","lejos de la carretera",NA,"T19",2022,2022-06-01,"vegetation","woody_vegetation_cover","Rosmarinus_officinalis",66,NA,NA,"n_cm_intersected",NA,NA
"valencia","scrub","control_high","lejos de la carretera",NA,"T19",2022,2022-06-01,"vegetation","woody_vegetation_cover","Bupleurum_fruticescens",6,NA,NA,"n_cm_intersected",NA,NA
"valencia","scrub","control_high","lejos de la carretera",NA,"T19",2022,2022-06-01,"vegetation","woody_vegetation_cover","Thymus_vulgaris",7,NA,NA,"n_cm_intersected",NA,NA
"valencia","scrub","control_high","lejos de la carretera",NA,"T19",2022,2022-06-01,"vegetation","woody_vegetation_cover","Rosmarinus_officinalis",36,NA,NA,"n_cm_intersected",NA,NA
