"site","habitat","treatment","Cercado","plot","sampling_unit","year","date","variable_type","variable_name","level","Intervalo","observation","Grado de ramoneo","sampling_num","units","comments","author_code"
"valencia","scrub","hyper","lejos de la carretera",NA,"T44",2022,2022-06-02,"vegetation","browsing_degree","Quercus_coccifera",254,4,NA,NA,"browsing semi-cuantitative index",NA,NA
"valencia","scrub","hyper","lejos de la carretera",NA,"T44",2022,2022-06-02,"vegetation","browsing_degree","Bupleurum_fruticescens",19,5,NA,NA,"browsing semi-cuantitative index",NA,NA
"valencia","scrub","hyper","lejos de la carretera",NA,"T44",2022,2022-06-02,"vegetation","browsing_degree","Rosmarinus_officinalis",130,2,NA,NA,"browsing semi-cuantitative index",NA,NA
"valencia","scrub","hyper","lejos de la carretera",NA,"T44",2022,2022-06-02,"vegetation","browsing_degree","Dorycnium_pentaphyllum",10,0,NA,NA,"browsing semi-cuantitative index",NA,NA
"valencia","scrub","hyper","lejos de la carretera",NA,"T44",2022,2022-06-02,"vegetation","browsing_degree","Quercus_coccifera",40,4,NA,NA,"browsing semi-cuantitative index",NA,NA
"valencia","scrub","hyper","lejos de la carretera",NA,"T44",2022,2022-06-02,"vegetation","browsing_degree","Herbs",30,3,NA,NA,"browsing semi-cuantitative index",NA,NA
"valencia","scrub","hyper","lejos de la carretera",NA,"T44",2022,2022-06-02,"vegetation","browsing_degree","Quercus_coccifera",174,4,NA,NA,"browsing semi-cuantitative index",NA,NA
"valencia","scrub","hyper","lejos de la carretera",NA,"T44",2022,2022-06-02,"vegetation","browsing_degree","Thymus_vulgaris",12,3,NA,NA,"browsing semi-cuantitative index",NA,NA
"valencia","scrub","hyper","lejos de la carretera",NA,"T44",2022,2022-06-02,"vegetation","browsing_degree","Ulex_parviflorus",4,0,NA,NA,"browsing semi-cuantitative index",NA,NA
"valencia","scrub","hyper","lejos de la carretera",NA,"T44",2022,2022-06-02,"vegetation","browsing_degree","Thymus_vulgaris",25,3,NA,NA,"browsing semi-cuantitative index",NA,NA
"valencia","scrub","hyper","lejos de la carretera",NA,"T44",2022,2022-06-02,"vegetation","browsing_degree","Herbs",15,3,NA,NA,"browsing semi-cuantitative index",NA,NA
"valencia","scrub","hyper","lejos de la carretera",NA,"T44",2022,2022-06-02,"vegetation","browsing_degree","Quercus_coccifera",10,4,NA,NA,"browsing semi-cuantitative index",NA,NA
"valencia","scrub","hyper","lejos de la carretera",NA,"T44",2022,2022-06-02,"vegetation","browsing_degree","Thymus_vulgaris",10,3,NA,NA,"browsing semi-cuantitative index",NA,NA
"valencia","scrub","hyper","lejos de la carretera",NA,"T44",2022,2022-06-02,"vegetation","browsing_degree","Quercus_coccifera",10,4,NA,NA,"browsing semi-cuantitative index",NA,NA
"valencia","scrub","hyper","lejos de la carretera",NA,"T44",2022,2022-06-02,"vegetation","browsing_degree","Thymus_vulgaris",25,3,NA,NA,"browsing semi-cuantitative index",NA,NA
"valencia","scrub","hyper","lejos de la carretera",NA,"T44",2022,2022-06-02,"vegetation","browsing_degree","Quercus_coccifera",140,4,NA,NA,"browsing semi-cuantitative index",NA,NA
"valencia","scrub","hyper","lejos de la carretera",NA,"T44",2022,2022-06-02,"vegetation","browsing_degree","Thymus_vulgaris",20,3,NA,NA,"browsing semi-cuantitative index",NA,NA
"valencia","scrub","hyper","lejos de la carretera",NA,"T44",2022,2022-06-02,"vegetation","browsing_degree","Quercus_coccifera",90,4,NA,NA,"browsing semi-cuantitative index",NA,NA
"valencia","scrub","hyper","lejos de la carretera",NA,"T44",2022,2022-06-02,"vegetation","browsing_degree","Thymus_vulgaris",34,3,NA,NA,"browsing semi-cuantitative index",NA,NA
"valencia","scrub","hyper","lejos de la carretera",NA,"T44",2022,2022-06-02,"vegetation","browsing_degree","Herbs",14,3,NA,NA,"browsing semi-cuantitative index",NA,NA
"valencia","scrub","hyper","lejos de la carretera",NA,"T44",2022,2022-06-02,"vegetation","browsing_degree","Quercus_coccifera",7,4,NA,NA,"browsing semi-cuantitative index",NA,NA
"valencia","scrub","hyper","lejos de la carretera",NA,"T44",2022,2022-06-02,"vegetation","browsing_degree","Quercus_coccifera",2,4,NA,NA,"browsing semi-cuantitative index",NA,NA
"valencia","scrub","hyper","lejos de la carretera",NA,"T44",2022,2022-06-02,"vegetation","browsing_degree","Thymus_vulgaris",8,3,NA,NA,"browsing semi-cuantitative index",NA,NA
"valencia","scrub","hyper","lejos de la carretera",NA,"T44",2022,2022-06-02,"vegetation","browsing_degree","Herbs",10,3,NA,NA,"browsing semi-cuantitative index",NA,NA
"valencia","scrub","hyper","lejos de la carretera",NA,"T44",2022,2022-06-02,"vegetation","browsing_degree","Quercus_coccifera",13,4,NA,NA,"browsing semi-cuantitative index",NA,NA
"valencia","scrub","hyper","lejos de la carretera",NA,"T44",2022,2022-06-02,"vegetation","browsing_degree","Rosmarinus_officinalis",80,2,NA,NA,"browsing semi-cuantitative index",NA,NA
"valencia","scrub","hyper","lejos de la carretera",NA,"T44",2022,2022-06-02,"vegetation","browsing_degree","Quercus_coccifera",20,4,NA,NA,"browsing semi-cuantitative index",NA,NA
"valencia","scrub","hyper","lejos de la carretera",NA,"T44",2022,2022-06-02,"vegetation","browsing_degree","Herbs",35,3,NA,NA,"browsing semi-cuantitative index",NA,NA
"valencia","scrub","hyper","lejos de la carretera",NA,"T44",2022,2022-06-02,"vegetation","browsing_degree","Quercus_coccifera",5,4,NA,NA,"browsing semi-cuantitative index",NA,NA
"valencia","scrub","hyper","lejos de la carretera",NA,"T44",2022,2022-06-02,"vegetation","browsing_degree","Rosmarinus_officinalis",227,2,NA,NA,"browsing semi-cuantitative index",NA,NA
"valencia","scrub","hyper","lejos de la carretera",NA,"T44",2022,2022-06-02,"vegetation","browsing_degree","Quercus_coccifera",30,4,NA,NA,"browsing semi-cuantitative index",NA,NA
"valencia","scrub","hyper","lejos de la carretera",NA,"T44",2022,2022-06-02,"vegetation","browsing_degree","Quercus_coccifera",46,4,NA,NA,"browsing semi-cuantitative index",NA,NA
"valencia","scrub","hyper","lejos de la carretera",NA,"T44",2022,2022-06-02,"vegetation","browsing_degree","Quercus_coccifera",220,4,NA,NA,"browsing semi-cuantitative index",NA,NA
"valencia","scrub","hyper","lejos de la carretera",NA,"T44",2022,2022-06-02,"vegetation","browsing_degree","Thymus_vulgaris",25,3,NA,NA,"browsing semi-cuantitative index",NA,NA
"valencia","scrub","hyper","lejos de la carretera",NA,"T44",2022,2022-06-02,"vegetation","browsing_degree","Thymus_vulgaris",10,3,NA,NA,"browsing semi-cuantitative index",NA,NA
"valencia","scrub","hyper","lejos de la carretera",NA,"T44",2022,2022-06-02,"vegetation","browsing_degree","Thymus_vulgaris",20,3,NA,NA,"browsing semi-cuantitative index",NA,NA
"valencia","scrub","hyper","lejos de la carretera",NA,"T44",2022,2022-06-02,"vegetation","browsing_degree","Rosmarinus_officinalis",420,2,NA,NA,"browsing semi-cuantitative index",NA,NA
"valencia","scrub","hyper","lejos de la carretera",NA,"T44",2022,2022-06-02,"vegetation","browsing_degree","Quercus_coccifera",30,4,NA,NA,"browsing semi-cuantitative index",NA,NA
"valencia","scrub","hyper","lejos de la carretera",NA,"T44",2022,2022-06-02,"vegetation","browsing_degree","Quercus_coccifera",130,4,NA,NA,"browsing semi-cuantitative index",NA,NA
"valencia","scrub","hyper","lejos de la carretera",NA,"T44",2022,2022-06-02,"vegetation","browsing_degree","Pinus_halepensis",30,1,NA,NA,"browsing semi-cuantitative index",NA,NA
"valencia","scrub","hyper","lejos de la carretera",NA,"T44",2022,2022-06-02,"vegetation","browsing_degree","Pinus_halepensis",60,1,NA,NA,"browsing semi-cuantitative index",NA,NA
"valencia","scrub","hyper","lejos de la carretera",NA,"T44",2022,2022-06-02,"vegetation","browsing_degree","Thymus_vulgaris",25,NA,NA,NA,"browsing semi-cuantitative index",NA,NA
"valencia","scrub","hyper","lejos de la carretera",NA,"T44",2022,2022-06-02,"vegetation","browsing_degree","Quercus_coccifera",20,4,NA,NA,"browsing semi-cuantitative index",NA,NA
"valencia","scrub","hyper","lejos de la carretera",NA,"T44",2022,2022-06-02,"vegetation","browsing_degree","Helianthemum_cinereum",22,3,NA,NA,"browsing semi-cuantitative index",NA,NA
"valencia","scrub","hyper","lejos de la carretera",NA,"T44",2022,2022-06-02,"vegetation","browsing_degree","Herbs",35,3,NA,NA,"browsing semi-cuantitative index",NA,NA
"valencia","scrub","hyper","lejos de la carretera",NA,"T44",2022,2022-06-02,"vegetation","browsing_degree","Bupleurum_fruticescens",5,5,NA,NA,"browsing semi-cuantitative index",NA,NA
"valencia","scrub","hyper","lejos de la carretera",NA,"T44",2022,2022-06-02,"vegetation","browsing_degree","Quercus_coccifera",5,4,NA,NA,"browsing semi-cuantitative index",NA,NA
"valencia","scrub","hyper","lejos de la carretera",NA,"T44",2022,2022-06-02,"vegetation","browsing_degree","Thymus_vulgaris",35,NA,NA,NA,"browsing semi-cuantitative index",NA,NA
"valencia","scrub","hyper","lejos de la carretera",NA,"T44",2022,2022-06-02,"vegetation","browsing_degree","Rosmarinus_officinalis",5,2,NA,NA,"browsing semi-cuantitative index",NA,NA
"valencia","scrub","hyper","lejos de la carretera",NA,"T44",2022,2022-06-02,"vegetation","browsing_degree","Thymus_vulgaris",5,NA,NA,NA,"browsing semi-cuantitative index",NA,NA
"valencia","scrub","hyper","lejos de la carretera",NA,"T44",2022,2022-06-02,"vegetation","browsing_degree","Herbs",14,3,NA,NA,"browsing semi-cuantitative index",NA,NA
"valencia","scrub","hyper","lejos de la carretera",NA,"T44",2022,2022-06-02,"vegetation","browsing_degree","Rosmarinus_officinalis",116,2,NA,NA,"browsing semi-cuantitative index",NA,NA
"valencia","scrub","hyper","lejos de la carretera",NA,"T44",2022,2022-06-02,"vegetation","browsing_degree","Quercus_coccifera",40,4,NA,NA,"browsing semi-cuantitative index",NA,NA
"valencia","scrub","hyper","lejos de la carretera",NA,"T58",2022,2022-06-02,"vegetation","browsing_degree","Quercus_ilex",30,4,NA,NA,"browsing semi-cuantitative index",NA,NA
"valencia","scrub","hyper","lejos de la carretera",NA,"T58",2022,2022-06-02,"vegetation","browsing_degree","Ulex_parviflorus",25,0,NA,NA,"browsing semi-cuantitative index",NA,NA
"valencia","scrub","hyper","lejos de la carretera",NA,"T58",2022,2022-06-02,"vegetation","browsing_degree","Herbs",5,4,NA,NA,"browsing semi-cuantitative index",NA,NA
"valencia","scrub","hyper","lejos de la carretera",NA,"T58",2022,2022-06-02,"vegetation","browsing_degree","Thymus_vulgaris",5,3,NA,NA,"browsing semi-cuantitative index",NA,NA
"valencia","scrub","hyper","lejos de la carretera",NA,"T58",2022,2022-06-02,"vegetation","browsing_degree","Ulex_parviflorus",20,0,NA,NA,"browsing semi-cuantitative index",NA,NA
"valencia","scrub","hyper","lejos de la carretera",NA,"T58",2022,2022-06-02,"vegetation","browsing_degree","Thymus_vulgaris",10,3,NA,NA,"browsing semi-cuantitative index",NA,NA
"valencia","scrub","hyper","lejos de la carretera",NA,"T58",2022,2022-06-02,"vegetation","browsing_degree","Ulex_parviflorus",70,0,NA,NA,"browsing semi-cuantitative index",NA,NA
"valencia","scrub","hyper","lejos de la carretera",NA,"T58",2022,2022-06-02,"vegetation","browsing_degree","Thymus_vulgaris",10,3,NA,NA,"browsing semi-cuantitative index",NA,NA
"valencia","scrub","hyper","lejos de la carretera",NA,"T58",2022,2022-06-02,"vegetation","browsing_degree","Quercus_ilex",10,4,NA,NA,"browsing semi-cuantitative index",NA,NA
"valencia","scrub","hyper","lejos de la carretera",NA,"T58",2022,2022-06-02,"vegetation","browsing_degree","Herbs",10,4,NA,NA,"browsing semi-cuantitative index",NA,NA
"valencia","scrub","hyper","lejos de la carretera",NA,"T58",2022,2022-06-02,"vegetation","browsing_degree","Quercus_ilex",25,4,NA,NA,"browsing semi-cuantitative index",NA,NA
"valencia","scrub","hyper","lejos de la carretera",NA,"T58",2022,2022-06-02,"vegetation","browsing_degree","Rosmarinus_officinalis",224,2,NA,NA,"browsing semi-cuantitative index",NA,NA
"valencia","scrub","hyper","lejos de la carretera",NA,"T58",2022,2022-06-02,"vegetation","browsing_degree","Herbs",10,4,NA,NA,"browsing semi-cuantitative index",NA,NA
"valencia","scrub","hyper","lejos de la carretera",NA,"T58",2022,2022-06-02,"vegetation","browsing_degree","Rosmarinus_officinalis",26,2,NA,NA,"browsing semi-cuantitative index",NA,NA
"valencia","scrub","hyper","lejos de la carretera",NA,"T58",2022,2022-06-02,"vegetation","browsing_degree","Herbs",10,4,NA,NA,"browsing semi-cuantitative index",NA,NA
"valencia","scrub","hyper","lejos de la carretera",NA,"T58",2022,2022-06-02,"vegetation","browsing_degree","Rosmarinus_officinalis",170,2,NA,NA,"browsing semi-cuantitative index",NA,NA
"valencia","scrub","hyper","lejos de la carretera",NA,"T58",2022,2022-06-02,"vegetation","browsing_degree","Thymus_vulgaris",34,3,NA,NA,"browsing semi-cuantitative index",NA,NA
"valencia","scrub","hyper","lejos de la carretera",NA,"T58",2022,2022-06-02,"vegetation","browsing_degree","Thymus_vulgaris",30,3,NA,NA,"browsing semi-cuantitative index",NA,NA
"valencia","scrub","hyper","lejos de la carretera",NA,"T58",2022,2022-06-02,"vegetation","browsing_degree","Herbs",10,4,NA,NA,"browsing semi-cuantitative index",NA,NA
"valencia","scrub","hyper","lejos de la carretera",NA,"T58",2022,2022-06-02,"vegetation","browsing_degree","Quercus_coccifera",70,5,NA,NA,"browsing semi-cuantitative index",NA,NA
"valencia","scrub","hyper","lejos de la carretera",NA,"T58",2022,2022-06-02,"vegetation","browsing_degree","Quercus_coccifera",2,5,NA,NA,"browsing semi-cuantitative index",NA,NA
"valencia","scrub","hyper","lejos de la carretera",NA,"T58",2022,2022-06-02,"vegetation","browsing_degree","Quercus_coccifera",90,5,NA,NA,"browsing semi-cuantitative index",NA,NA
"valencia","scrub","hyper","lejos de la carretera",NA,"T58",2022,2022-06-02,"vegetation","browsing_degree","Rosmarinus_officinalis",310,2,NA,NA,"browsing semi-cuantitative index",NA,NA
"valencia","scrub","hyper","lejos de la carretera",NA,"T58",2022,2022-06-02,"vegetation","browsing_degree","Quercus_coccifera",30,5,NA,NA,"browsing semi-cuantitative index",NA,NA
"valencia","scrub","hyper","lejos de la carretera",NA,"T58",2022,2022-06-02,"vegetation","browsing_degree","Quercus_ilex",10,4,NA,NA,"browsing semi-cuantitative index",NA,NA
"valencia","scrub","hyper","lejos de la carretera",NA,"T58",2022,2022-06-02,"vegetation","browsing_degree","Quercus_ilex",180,4,NA,NA,"browsing semi-cuantitative index",NA,NA
"valencia","scrub","hyper","lejos de la carretera",NA,"T58",2022,2022-06-02,"vegetation","browsing_degree","Herbs",30,4,NA,NA,"browsing semi-cuantitative index",NA,NA
"valencia","scrub","hyper","lejos de la carretera",NA,"T58",2022,2022-06-02,"vegetation","browsing_degree","Thymus_vulgaris",10,3,NA,NA,"browsing semi-cuantitative index",NA,NA
"valencia","scrub","hyper","lejos de la carretera",NA,"T58",2022,2022-06-02,"vegetation","browsing_degree","Quercus_ilex",10,4,NA,NA,"browsing semi-cuantitative index",NA,NA
"valencia","scrub","hyper","lejos de la carretera",NA,"T58",2022,2022-06-02,"vegetation","browsing_degree","Herbs",20,4,NA,NA,"browsing semi-cuantitative index",NA,NA
"valencia","scrub","hyper","lejos de la carretera",NA,"T58",2022,2022-06-02,"vegetation","browsing_degree","Quercus_ilex",10,4,NA,NA,"browsing semi-cuantitative index",NA,NA
"valencia","scrub","hyper","lejos de la carretera",NA,"T58",2022,2022-06-02,"vegetation","browsing_degree","Thymus_vulgaris",25,3,NA,NA,"browsing semi-cuantitative index",NA,NA
"valencia","scrub","hyper","lejos de la carretera",NA,"T58",2022,2022-06-02,"vegetation","browsing_degree","Helianthemum_cinereum",3,3,NA,NA,"browsing semi-cuantitative index",NA,NA
"valencia","scrub","hyper","lejos de la carretera",NA,"T58",2022,2022-06-02,"vegetation","browsing_degree","Herbs",7,4,NA,NA,"browsing semi-cuantitative index",NA,NA
"valencia","scrub","hyper","lejos de la carretera",NA,"T58",2022,2022-06-02,"vegetation","browsing_degree","Rosmarinus_officinalis",694,2,NA,NA,"browsing semi-cuantitative index",NA,NA
"valencia","scrub","hyper","lejos de la carretera",NA,"T58",2022,2022-06-02,"vegetation","browsing_degree","Quercus_ilex",10,4,NA,NA,"browsing semi-cuantitative index",NA,NA
"valencia","scrub","hyper","lejos de la carretera",NA,"T58",2022,2022-06-02,"vegetation","browsing_degree","Quercus_ilex",150,4,NA,NA,"browsing semi-cuantitative index",NA,NA
"valencia","scrub","hyper","lejos de la carretera",NA,"T58",2022,2022-06-02,"vegetation","browsing_degree","Quercus_ilex",20,4,NA,NA,"browsing semi-cuantitative index",NA,NA
"valencia","scrub","hyper","lejos de la carretera",NA,"T58",2022,2022-06-02,"vegetation","browsing_degree","Quercus_ilex",40,4,NA,NA,"browsing semi-cuantitative index",NA,NA
"valencia","scrub","hyper","lejos de la carretera",NA,"T58",2022,2022-06-02,"vegetation","browsing_degree","Herbs",66,4,NA,NA,"browsing semi-cuantitative index",NA,NA
"valencia","scrub","hyper","lejos de la carretera",NA,"T58",2022,2022-06-02,"vegetation","browsing_degree","Herbs",85,4,NA,NA,"browsing semi-cuantitative index",NA,NA
"valencia","scrub","hyper","lejos de la carretera",NA,"T58",2022,2022-06-02,"vegetation","browsing_degree","Herbs",20,4,NA,NA,"browsing semi-cuantitative index",NA,NA
"valencia","scrub","hyper","lejos de la carretera",NA,"T58",2022,2022-06-02,"vegetation","browsing_degree","Rosmarinus_officinalis",76,2,NA,NA,"browsing semi-cuantitative index",NA,NA
"valencia","scrub","hyper","lejos de la carretera",NA,"T58",2022,2022-06-02,"vegetation","browsing_degree","Herbs",84,4,NA,NA,"browsing semi-cuantitative index",NA,NA
"valencia","scrub","hyper","lejos de la carretera",NA,"T58",2022,2022-06-02,"vegetation","browsing_degree","Herbs",55,4,NA,NA,"browsing semi-cuantitative index",NA,NA
"valencia","scrub","hyper","lejos de la carretera",NA,"T58",2022,2022-06-02,"vegetation","browsing_degree","Rosmarinus_officinalis",170,2,NA,NA,"browsing semi-cuantitative index",NA,NA
"valencia","scrub","hyper","lejos de la carretera",NA,"T58",2022,2022-06-02,"vegetation","browsing_degree","Bupleurum_fruticescens",18,5,NA,NA,"browsing semi-cuantitative index",NA,NA
"valencia","scrub","hyper","lejos de la carretera",NA,"T58",2022,2022-06-02,"vegetation","browsing_degree","Rosmarinus_officinalis",160,2,NA,NA,"browsing semi-cuantitative index",NA,NA
"valencia","scrub","hyper","lejos de la carretera",NA,"T58",2022,2022-06-02,"vegetation","browsing_degree","Herbs",10,4,NA,NA,"browsing semi-cuantitative index",NA,NA
"valencia","scrub","hyper","lejos de la carretera",NA,"T58",2022,2022-06-02,"vegetation","browsing_degree","Pinus_halepensis",70,0,NA,NA,"browsing semi-cuantitative index",NA,NA
"valencia","scrub","hyper","lejos de la carretera",NA,"T59",2022,2022-06-02,"vegetation","browsing_degree","Pinus_halepensis",85,1,NA,NA,"browsing semi-cuantitative index",NA,NA
"valencia","scrub","hyper","lejos de la carretera",NA,"T59",2022,2022-06-02,"vegetation","browsing_degree","Rosmarinus_officinalis",95,3,NA,NA,"browsing semi-cuantitative index",NA,NA
"valencia","scrub","hyper","lejos de la carretera",NA,"T59",2022,2022-06-02,"vegetation","browsing_degree","Pinus_halepensis",110,1,NA,NA,"browsing semi-cuantitative index",NA,NA
"valencia","scrub","hyper","lejos de la carretera",NA,"T59",2022,2022-06-02,"vegetation","browsing_degree","Rosmarinus_officinalis",50,3,NA,NA,"browsing semi-cuantitative index",NA,NA
"valencia","scrub","hyper","lejos de la carretera",NA,"T59",2022,2022-06-02,"vegetation","browsing_degree","Rosmarinus_officinalis",250,3,NA,NA,"browsing semi-cuantitative index",NA,NA
"valencia","scrub","hyper","lejos de la carretera",NA,"T59",2022,2022-06-02,"vegetation","browsing_degree","Helianthemum_cinereum",5,4,NA,NA,"browsing semi-cuantitative index",NA,NA
"valencia","scrub","hyper","lejos de la carretera",NA,"T59",2022,2022-06-02,"vegetation","browsing_degree","Polygala_monspeliaca",5,0,NA,NA,"browsing semi-cuantitative index",NA,NA
"valencia","scrub","hyper","lejos de la carretera",NA,"T59",2022,2022-06-02,"vegetation","browsing_degree","Herbs",10,3,NA,NA,"browsing semi-cuantitative index",NA,NA
"valencia","scrub","hyper","lejos de la carretera",NA,"T59",2022,2022-06-02,"vegetation","browsing_degree","Rosmarinus_officinalis",134,3,NA,NA,"browsing semi-cuantitative index",NA,NA
"valencia","scrub","hyper","lejos de la carretera",NA,"T59",2022,2022-06-02,"vegetation","browsing_degree","Ulex_parviflorus",10,0,NA,NA,"browsing semi-cuantitative index",NA,NA
"valencia","scrub","hyper","lejos de la carretera",NA,"T59",2022,2022-06-02,"vegetation","browsing_degree","Rosmarinus_officinalis",100,3,NA,NA,"browsing semi-cuantitative index",NA,NA
"valencia","scrub","hyper","lejos de la carretera",NA,"T59",2022,2022-06-02,"vegetation","browsing_degree","Herbs",50,3,NA,NA,"browsing semi-cuantitative index",NA,NA
"valencia","scrub","hyper","lejos de la carretera",NA,"T59",2022,2022-06-02,"vegetation","browsing_degree","Rosmarinus_officinalis",210,3,NA,NA,"browsing semi-cuantitative index",NA,NA
"valencia","scrub","hyper","lejos de la carretera",NA,"T59",2022,2022-06-02,"vegetation","browsing_degree","Pinus_halepensis",210,1,NA,NA,"browsing semi-cuantitative index",NA,NA
"valencia","scrub","hyper","lejos de la carretera",NA,"T59",2022,2022-06-02,"vegetation","browsing_degree","Thymus_vulgaris",10,3,NA,NA,"browsing semi-cuantitative index",NA,NA
"valencia","scrub","hyper","lejos de la carretera",NA,"T59",2022,2022-06-02,"vegetation","browsing_degree","Ulex_parviflorus",7,0,NA,NA,"browsing semi-cuantitative index",NA,NA
"valencia","scrub","hyper","lejos de la carretera",NA,"T59",2022,2022-06-02,"vegetation","browsing_degree","Thymus_vulgaris",40,3,NA,NA,"browsing semi-cuantitative index",NA,NA
"valencia","scrub","hyper","lejos de la carretera",NA,"T59",2022,2022-06-02,"vegetation","browsing_degree","Helianthemum_cinereum",3,4,NA,NA,"browsing semi-cuantitative index",NA,NA
"valencia","scrub","hyper","lejos de la carretera",NA,"T59",2022,2022-06-02,"vegetation","browsing_degree","Rosmarinus_officinalis",60,3,NA,NA,"browsing semi-cuantitative index",NA,NA
"valencia","scrub","hyper","lejos de la carretera",NA,"T59",2022,2022-06-02,"vegetation","browsing_degree","Bupleurum_fruticescens",15,5,NA,NA,"browsing semi-cuantitative index",NA,NA
"valencia","scrub","hyper","lejos de la carretera",NA,"T59",2022,2022-06-02,"vegetation","browsing_degree","Thymus_vulgaris",8,3,NA,NA,"browsing semi-cuantitative index",NA,NA
"valencia","scrub","hyper","lejos de la carretera",NA,"T59",2022,2022-06-02,"vegetation","browsing_degree","Thymus_vulgaris",2,3,NA,NA,"browsing semi-cuantitative index",NA,NA
"valencia","scrub","hyper","lejos de la carretera",NA,"T59",2022,2022-06-02,"vegetation","browsing_degree","Fumana_ericifolia",4,4,NA,NA,"browsing semi-cuantitative index",NA,NA
"valencia","scrub","hyper","lejos de la carretera",NA,"T59",2022,2022-06-02,"vegetation","browsing_degree","Thymus_vulgaris",4,3,NA,NA,"browsing semi-cuantitative index",NA,NA
"valencia","scrub","hyper","lejos de la carretera",NA,"T59",2022,2022-06-02,"vegetation","browsing_degree","Herbs",2,3,NA,NA,"browsing semi-cuantitative index",NA,NA
"valencia","scrub","hyper","lejos de la carretera",NA,"T59",2022,2022-06-02,"vegetation","browsing_degree","Thymus_vulgaris",2,3,NA,NA,"browsing semi-cuantitative index",NA,NA
"valencia","scrub","hyper","lejos de la carretera",NA,"T59",2022,2022-06-02,"vegetation","browsing_degree","Herbs",5,3,NA,NA,"browsing semi-cuantitative index",NA,NA
"valencia","scrub","hyper","lejos de la carretera",NA,"T59",2022,2022-06-02,"vegetation","browsing_degree","Bupleurum_fruticescens",10,5,NA,NA,"browsing semi-cuantitative index",NA,NA
"valencia","scrub","hyper","lejos de la carretera",NA,"T59",2022,2022-06-02,"vegetation","browsing_degree","Thymus_vulgaris",30,3,NA,NA,"browsing semi-cuantitative index",NA,NA
"valencia","scrub","hyper","lejos de la carretera",NA,"T59",2022,2022-06-02,"vegetation","browsing_degree","Bupleurum_fruticescens",22,5,NA,NA,"browsing semi-cuantitative index",NA,NA
"valencia","scrub","hyper","lejos de la carretera",NA,"T59",2022,2022-06-02,"vegetation","browsing_degree","Rosmarinus_officinalis",15,3,NA,NA,"browsing semi-cuantitative index",NA,NA
"valencia","scrub","hyper","lejos de la carretera",NA,"T59",2022,2022-06-02,"vegetation","browsing_degree","Helianthemum_cinereum",5,4,NA,NA,"browsing semi-cuantitative index",NA,NA
"valencia","scrub","hyper","lejos de la carretera",NA,"T59",2022,2022-06-02,"vegetation","browsing_degree","Thymus_vulgaris",5,3,NA,NA,"browsing semi-cuantitative index",NA,NA
"valencia","scrub","hyper","lejos de la carretera",NA,"T59",2022,2022-06-02,"vegetation","browsing_degree","Bupleurum_fruticescens",20,5,NA,NA,"browsing semi-cuantitative index",NA,NA
"valencia","scrub","hyper","lejos de la carretera",NA,"T59",2022,2022-06-02,"vegetation","browsing_degree","Thymus_vulgaris",14,3,NA,NA,"browsing semi-cuantitative index",NA,NA
"valencia","scrub","hyper","lejos de la carretera",NA,"T59",2022,2022-06-02,"vegetation","browsing_degree","Rosmarinus_officinalis",424,3,NA,NA,"browsing semi-cuantitative index",NA,NA
"valencia","scrub","hyper","lejos de la carretera",NA,"T59",2022,2022-06-02,"vegetation","browsing_degree","Bupleurum_fruticescens",19,5,NA,NA,"browsing semi-cuantitative index",NA,NA
"valencia","scrub","hyper","lejos de la carretera",NA,"T59",2022,2022-06-02,"vegetation","browsing_degree","Pinus_halepensis",80,1,NA,NA,"browsing semi-cuantitative index",NA,NA
"valencia","scrub","hyper","lejos de la carretera",NA,"T59",2022,2022-06-02,"vegetation","browsing_degree","Thymus_vulgaris",15,3,NA,NA,"browsing semi-cuantitative index",NA,NA
"valencia","scrub","hyper","lejos de la carretera",NA,"T59",2022,2022-06-02,"vegetation","browsing_degree","Thymus_vulgaris",16,3,NA,NA,"browsing semi-cuantitative index",NA,NA
"valencia","scrub","hyper","lejos de la carretera",NA,"T59",2022,2022-06-02,"vegetation","browsing_degree","Herbs",24,3,NA,NA,"browsing semi-cuantitative index",NA,NA
"valencia","scrub","hyper","lejos de la carretera",NA,"T59",2022,2022-06-02,"vegetation","browsing_degree","Helianthemum_cinereum",2,4,NA,NA,"browsing semi-cuantitative index",NA,NA
"valencia","scrub","hyper","lejos de la carretera",NA,"T59",2022,2022-06-02,"vegetation","browsing_degree","Thymus_vulgaris",6,3,NA,NA,"browsing semi-cuantitative index",NA,NA
"valencia","scrub","hyper","lejos de la carretera",NA,"T59",2022,2022-06-02,"vegetation","browsing_degree","Thymus_vulgaris",3,3,NA,NA,"browsing semi-cuantitative index",NA,NA
"valencia","scrub","hyper","lejos de la carretera",NA,"T59",2022,2022-06-02,"vegetation","browsing_degree","Herbs",12,3,NA,NA,"browsing semi-cuantitative index",NA,NA
"valencia","scrub","hyper","lejos de la carretera",NA,"T59",2022,2022-06-02,"vegetation","browsing_degree","Thymus_vulgaris",8,3,NA,NA,"browsing semi-cuantitative index",NA,NA
"valencia","scrub","hyper","lejos de la carretera",NA,"T59",2022,2022-06-02,"vegetation","browsing_degree","Thymus_vulgaris",11,3,NA,NA,"browsing semi-cuantitative index",NA,NA
"valencia","scrub","hyper","lejos de la carretera",NA,"T59",2022,2022-06-02,"vegetation","browsing_degree","Thymus_vulgaris",14,3,NA,NA,"browsing semi-cuantitative index",NA,NA
